Rank,Name,Country,Sales,Profit,Assets,Market_Value,Link
753,Huatai Securities,China,$6.04 B,$2.06 B,$126.57 B,$12.74 B,https://www.forbes.com/companies/huatai-securities/?list=global2000
754,Kellogg,United States,$14.18 B,$1.49 B,$18.18 B,$23.53 B,https://www.forbes.com/companies/kellogg/?list=global2000
755,Inner Mongolia Yili,China,$16.52 B,$1.38 B,$12.94 B,$37.83 B,https://www.forbes.com/companies/inner-mongolia-yili/?list=global2000
756,WPP,United Kingdom,$17.61 B,$877 M,$38.05 B,$14.8 B,https://www.forbes.com/companies/wpp/?list=global2000
757,Omnicom Group,United States,$14.27 B,$1.29 B,$26.15 B,$16.35 B,https://www.forbes.com/companies/omnicom-group/?list=global2000
758,Sekisui House,Japan,$23.39 B,$1.39 B,$24.31 B,$11.78 B,https://www.forbes.com/companies/sekisui-house/?list=global2000
759,Cheniere Energy,United States,$17.64 B,$-2.34 B,$43.11 B,$34.52 B,https://www.forbes.com/companies/cheniere-energy/?list=global2000
760,Sandvik,Sweden,$11.61 B,$1.76 B,$17.86 B,$26.55 B,https://www.forbes.com/companies/sandvik/?list=global2000
761,Siam Cement,Thailand,$16.56 B,$1.47 B,$25.78 B,$12.8 B,https://www.forbes.com/companies/siam-cement/?list=global2000
762,East Japan Railway,Japan,$17.67 B,$-3.34 B,$78.23 B,$20.31 B,https://www.forbes.com/companies/east-japan-railway/?list=global2000
763,Abu Dhabi Commercial Bank,United Arab Emirates,$4.23 B,$1.38 B,$119.87 B,$19.45 B,https://www.forbes.com/companies/abu-dhabi-commercial/?list=global2000
764,Huishang Bank,China,$10.26 B,$1.7 B,$217.18 B,$4.43 B,https://www.forbes.com/companies/huishang-bank/?list=global2000
765,Great Wall Motor,China,$20.52 B,$1.04 B,$27.52 B,$13.08 B,https://www.forbes.com/companies/great-wall-motor/?list=global2000
766,Haitong Securities,China,$7.8 B,$1.99 B,$116.88 B,$9.56 B,https://www.forbes.com/companies/haitong-securities/?list=global2000
767,Dongfeng Motor Group,China,$17.5 B,$1.76 B,$50.17 B,$6.23 B,https://www.forbes.com/companies/dongfeng-motor-group/?list=global2000
768,China Reinsurance Group,China,$25.39 B,$985.4 M,$75.22 B,$3.9 B,https://www.forbes.com/companies/china-reinsurance-group/?list=global2000
769,Henderson Land,Hong Kong,$3.07 B,$1.7 B,$70.58 B,$20.39 B,https://www.forbes.com/companies/henderson-land/?list=global2000
770,Samsung SDI,South Korea,$11.84 B,$1.02 B,$21.73 B,$32.16 B,https://www.forbes.com/companies/samsung-sdi/?list=global2000
771,Fortis (Canada),Canada,$7.54 B,$1.03 B,$46.72 B,$24.04 B,https://www.forbes.com/companies/fortis-canada/?list=global2000
772,SK Telecom,South Korea,$14.63 B,$2.09 B,$26 B,$10.82 B,https://www.forbes.com/companies/sk-telecom/?list=global2000
773,HAL Trust,Netherlands,$8.68 B,$5.05 B,$25.73 B,$12.8 B,https://www.forbes.com/companies/hal-trust/?list=global2000
774,Banco Btg Pactual,Brazil,$2.71 B,$848.1 M,$68.31 B,$56.14 B,https://www.forbes.com/companies/banco-btg-pactual/?list=global2000
775,Baker Hughes Company,United States,$20.59 B,$306 M,$34.99 B,$31.15 B,https://www.forbes.com/companies/baker-hughes-company/?list=global2000
775,Gallagher,United States,$8.05 B,$906.8 M,$33.34 B,$37.32 B,https://www.forbes.com/companies/gallagher/?list=global2000
777,Everest Re Group,Bermuda,$11.87 B,$1.36 B,$35.62 B,$12.67 B,https://www.forbes.com/companies/everest-re-group/?list=global2000
778,Amphenol,United States,$10.88 B,$1.59 B,$14.68 B,$41.49 B,https://www.forbes.com/companies/amphenol/?list=global2000
779,American Airlines Group,United States,$34.77 B,$-2.38 B,$67.4 B,$13.1 B,https://www.forbes.com/companies/american-airlines-group/?list=global2000
780,KLA,United States,$8.16 B,$2.99 B,$11.68 B,$48.87 B,https://www.forbes.com/companies/kla/?list=global2000
781,Astellas Pharma,Japan,$11.84 B,$1.09 B,$20.46 B,$29.26 B,https://www.forbes.com/companies/astellas-pharma/?list=global2000
782,Otsuka Holding,Japan,$13.64 B,$1.14 B,$24.5 B,$17.87 B,https://www.forbes.com/companies/otsuka-holding/?list=global2000
783,China Bohai Bank,China,$10.56 B,$1.34 B,$248.5 B,$3.01 B,https://www.forbes.com/companies/china-bohai-bank/?list=global2000
784,Kasikornbank,Thailand,$8.14 B,$1.18 B,$124.31 B,$10.82 B,https://www.forbes.com/companies/kasikornbank/?list=global2000
785,Bank Hapoalim,Israel,$5.64 B,$1.52 B,$205.24 B,$12.88 B,https://www.forbes.com/companies/bank-hapoalim/?list=global2000
786,Woodside Petroleum,Australia,$7.01 B,$2.02 B,$26.47 B,$22.85 B,https://www.forbes.com/companies/woodside-petroleum/?list=global2000
787,MTR,Hong Kong,$6.07 B,$1.23 B,$37.46 B,$33.32 B,https://www.forbes.com/companies/mtr/?list=global2000
788,Tatneft,Russia,$17.39 B,$2.69 B,$20.03 B,$10.46 B,https://www.forbes.com/companies/tatneft/?list=global2000
789,Power Finance,India,$10.15 B,$1.86 B,$106.71 B,$4.1 B,https://www.forbes.com/companies/power-finance/?list=global2000
790,Zoetis,United States,$7.78 B,$2.04 B,$13.9 B,$85.74 B,https://www.forbes.com/companies/zoetis/?list=global2000
791,Lonza Group,Switzerland,$5.92 B,$3.22 B,$18.32 B,$48.01 B,https://www.forbes.com/companies/lonza-group/?list=global2000
792,Eiffage,France,$22.69 B,$918.4 M,$38.41 B,$9.86 B,https://www.forbes.com/companies/eiffage/?list=global2000
792,Sumitomo Chemical,Japan,$24.41 B,$1.44 B,$36.73 B,$7.08 B,https://www.forbes.com/companies/sumitomo-chemical/?list=global2000
794,Vertex Pharmaceuticals,United States,$7.6 B,$2.34 B,$13.43 B,$68.84 B,https://www.forbes.com/companies/vertex-pharmaceuticals/?list=global2000
795,Constellation Energy,United States,$19.65 B,$-205 M,$48.09 B,$20.39 B,https://www.forbes.com/companies/constellation-energy/?list=global2000
796,CIFI Holdings Group,China,$16.77 B,$1.18 B,$67.9 B,$4.19 B,https://www.forbes.com/companies/cifi-holdings-group/?list=global2000
797,Raiffeisen Bank International,Austria,$9.05 B,$1.51 B,$218.46 B,$3.98 B,https://www.forbes.com/companies/raiffeisen-bank-international/?list=global2000
798,Whirlpool,United States,$21.98 B,$1.78 B,$20.29 B,$10.16 B,https://www.forbes.com/companies/whirlpool/?list=global2000
799,Siemens Energy,Germany,$32.51 B,$-541.3 M,$51.25 B,$14.43 B,https://www.forbes.com/companies/siemens-energy/?list=global2000
800,WestRock,United States,$19.3 B,$868.4 M,$29.08 B,$13.27 B,https://www.forbes.com/companies/westrock/?list=global2000
801,Samsung Fire & Marine,South Korea,$18.34 B,$980 M,$78.89 B,$7.36 B,https://www.forbes.com/companies/samsung-fire-marine/?list=global2000
802,US Steel,United States,$20.45 B,$4.17 B,$17.82 B,$8.75 B,https://www.forbes.com/companies/us-steel/?list=global2000
803,UPM-Kymmene,Finland,$11.6 B,$1.52 B,$20.44 B,$18.74 B,https://www.forbes.com/companies/upm-kymmene/?list=global2000
804,Formosa Chemicals,Taiwan,$13.1 B,$1.37 B,$21.63 B,$16.21 B,https://www.forbes.com/companies/formosa-chemicals/?list=global2000
804,SK Innovation,South Korea,$40.91 B,$266 M,$41.69 B,$14.96 B,https://www.forbes.com/companies/sk-innovation/?list=global2000
806,Telia,Sweden,$10.29 B,$1.35 B,$26.8 B,$16.49 B,https://www.forbes.com/companies/telia/?list=global2000
807,T&D Holdings,Japan,$20.27 B,$687.7 M,$158.47 B,$7.85 B,https://www.forbes.com/companies/td-holdings/?list=global2000
808,Mapfre,Spain,$23.48 B,$904.5 M,$65.7 B,$6.24 B,https://www.forbes.com/companies/mapfre/?list=global2000
809,HCL Technologies,India,$11.19 B,$1.49 B,$11.57 B,$39.09 B,https://www.forbes.com/companies/hcl-technologies/?list=global2000
810,Sumitomo Realty,Japan,$8.42 B,$1.29 B,$49.53 B,$12.58 B,https://www.forbes.com/companies/sumitomo-realty/?list=global2000
811,Westlake Chemical,United States,$11.78 B,$2.01 B,$18.46 B,$16.34 B,https://www.forbes.com/companies/westlake-chemical/?list=global2000
812,Apollo Global Management,United States,$4.83 B,$1.83 B,$30.5 B,$30.79 B,https://www.forbes.com/companies/apollo-global-management/?list=global2000
813,United Rentals,United States,$9.72 B,$1.39 B,$20.85 B,$22.72 B,https://www.forbes.com/companies/united-rentals/?list=global2000
814,Diamondback Energy,United States,$6.8 B,$2.18 B,$22.9 B,$23.08 B,https://www.forbes.com/companies/diamondback-energy/?list=global2000
815,Otis Worldwide,United States,$14.3 B,$1.25 B,$12.28 B,$31.04 B,https://www.forbes.com/companies/otis-worldwide/?list=global2000
816,Chongqing Rural Bank,China,$8.68 B,$1.48 B,$198.67 B,$4.46 B,https://www.forbes.com/companies/chongqing-rural-bank/?list=global2000
817,Ball,United States,$13.93 B,$878 M,$19.71 B,$27.77 B,https://www.forbes.com/companies/ball/?list=global2000
818,Stora Enso,Finland,$12.01 B,$1.49 B,$21.64 B,$15.68 B,https://www.forbes.com/companies/stora-enso/?list=global2000
819,Yang Ming Marine Transport,Taiwan,$11.95 B,$5.92 B,$13.89 B,$15.1 B,https://www.forbes.com/companies/yang-ming-marine-transport/?list=global2000
820,Phoenix Group Holdings,United Kingdom,$33.53 B,$-1.18 B,$440.48 B,$7.93 B,https://www.forbes.com/companies/phoenix-group-holdings/?list=global2000
821,Wipro,India,$10.07 B,$1.64 B,$13.69 B,$38.44 B,https://www.forbes.com/companies/wipro/?list=global2000
822,Power Grid of India,India,$5.61 B,$2.19 B,$34.56 B,$20.57 B,https://www.forbes.com/companies/power-grid-of-india/?list=global2000
823,Absa Group,South Africa,$9.04 B,$1.2 B,$102.81 B,$8.83 B,https://www.forbes.com/companies/absa-group/?list=global2000
823,Novolipetsk Steel,Russia,$16.18 B,$5.03 B,$12.16 B,$12.07 B,https://www.forbes.com/companies/novolipetsk-steel/?list=global2000
823,Sumitomo Electric,Japan,$29.99 B,$964.5 M,$31.92 B,$8.61 B,https://www.forbes.com/companies/sumitomo-electric/?list=global2000
826,St. James's Place,United Kingdom,$24.42 B,$394.3 M,$210.82 B,$9.31 B,https://www.forbes.com/companies/st-jamess-place/?list=global2000
827,Grasim Industries,India,$12.35 B,$877.5 M,$36.94 B,$14.77 B,https://www.forbes.com/companies/grasim-industries/?list=global2000
827,Segro,United Kingdom,$751 M,$5.58 B,$24.09 B,$21.23 B,https://www.forbes.com/companies/segro/?list=global2000
829,Mega Financial Holding,Taiwan,$2.62 B,$921.2 M,$150.66 B,$19.32 B,https://www.forbes.com/companies/mega-financial-holding/?list=global2000
830,Zhongsheng Group Holdings,China,$27.15 B,$1.29 B,$13.41 B,$16.05 B,https://www.forbes.com/companies/zhongsheng-group-holdings/?list=global2000
831,Shin Kong Financial,Taiwan,$15.59 B,$811 M,$169.34 B,$4.88 B,https://www.forbes.com/companies/shin-kong-financial/?list=global2000
832,CMS Energy,United States,$7.4 B,$1.35 B,$28.75 B,$20.82 B,https://www.forbes.com/companies/cms-energy/?list=global2000
833,Quinenco,Chile,$8.46 B,$2.49 B,$72.47 B,$4.84 B,https://www.forbes.com/companies/quinenco/?list=global2000
834,Evonik Industries,Germany,$18.69 B,$884.1 M,$26.67 B,$12.57 B,https://www.forbes.com/companies/evonik/?list=global2000
835,East Money Information,China,$2.13 B,$1.33 B,$29.03 B,$41.33 B,https://www.forbes.com/companies/east-money-information/?list=global2000
836,QBE Insurance Group,Australia,$13.95 B,$746.1 M,$43.37 B,$13.04 B,https://www.forbes.com/companies/qbe-insurance-group/?list=global2000
837,Tenaga Nasional,Malaysia,$12.7 B,$883.4 M,$43.83 B,$11.85 B,https://www.forbes.com/companies/tenaga-nasional/?list=global2000
838,Naver,South Korea,$6.14 B,$1.14 B,$28.34 B,$36.14 B,https://www.forbes.com/companies/naver/?list=global2000
839,TDK,Japan,$16.26 B,$1.12 B,$24.42 B,$12.01 B,https://www.forbes.com/companies/tdk/?list=global2000
840,Nomura,Japan,$12.89 B,$-394.8 M,$392.65 B,$12.09 B,https://www.forbes.com/companies/nomura/?list=global2000
841,Jinke Property Group,China,$15.58 B,$1.09 B,$61.03 B,$3.73 B,https://www.forbes.com/companies/jinke-property-group/?list=global2000
842,Tokyo Electric Power,Japan,$47.93 B,$548.1 M,$109.05 B,$5.79 B,https://www.forbes.com/companies/tokyo-electric-power/?list=global2000
843,CDW,United States,$20.82 B,$988.6 M,$13.2 B,$22.9 B,https://www.forbes.com/companies/cdw/?list=global2000
844,The Hershey Company,United States,$8.97 B,$1.48 B,$10.41 B,$46.07 B,https://www.forbes.com/companies/hershey/?list=global2000
845,ITC,India,$7.91 B,$2 B,$10.04 B,$42.06 B,https://www.forbes.com/companies/itc/?list=global2000
845,Pgnig Group,Poland,$18.29 B,$1.56 B,$25.2 B,$8.57 B,https://www.forbes.com/companies/pgnig-group/?list=global2000
847,MTN Group,South Africa,$12.28 B,$929.7 M,$22.92 B,$19.98 B,https://www.forbes.com/companies/mtn-group/?list=global2000
848,Compass Group,United Kingdom,$24.5 B,$488.4 M,$20.05 B,$39.01 B,https://www.forbes.com/companies/compass-group/?list=global2000
849,WR Berkley,United States,$9.46 B,$1.02 B,$28.49 B,$18.02 B,https://www.forbes.com/companies/w-r-berkley/?list=global2000
850,Moody's,United States,$6.22 B,$2.21 B,$14.68 B,$59.77 B,https://www.forbes.com/companies/moodys/?list=global2000
851,Genuine Parts,United States,$19.7 B,$926.9 M,$16.27 B,$18.97 B,https://www.forbes.com/companies/genuine-parts/?list=global2000
852,Beijing-Shanghai High-Speed Railway,China,$4.75 B,$880 M,$46.43 B,$37.02 B,https://www.forbes.com/companies/beijing-shanghai-high-speed-railway/?list=global2000
853,Aluminum Corp of China,China,$41.84 B,$754.4 M,$30.18 B,$9.13 B,https://www.forbes.com/companies/aluminum-corp-of-china/?list=global2000
853,Kansai Electric Power,Japan,$26.01 B,$613.5 M,$72.67 B,$8.41 B,https://www.forbes.com/companies/kansai-electric-power/?list=global2000
855,Public Storage,United States,$3.42 B,$1.88 B,$17.38 B,$70.56 B,https://www.forbes.com/companies/public-storage/?list=global2000
856,China International Travel Service,China,$10.37 B,$1.08 B,$8.68 B,$53.27 B,https://www.forbes.com/companies/china-international-travel-service/?list=global2000
857,Sika,Switzerland,$10.12 B,$1.15 B,$11.95 B,$49.37 B,https://www.forbes.com/companies/sika/?list=global2000
858,Signature Bank,United States,$2.48 B,$1.07 B,$121.85 B,$14.95 B,https://www.forbes.com/companies/signature-bank/?list=global2000
859,T Rowe Price,United States,$7.67 B,$3 B,$12.51 B,$30.58 B,https://www.forbes.com/companies/t-rowe-price/?list=global2000
860,International Flavors & Fragrances,United States,$11.66 B,$268 M,$39.66 B,$31.74 B,https://www.forbes.com/companies/international-flavors-fragrances/?list=global2000
861,Atlantia,Italy,$6.21 B,$739.9 M,$97.97 B,$20.11 B,https://www.forbes.com/companies/atlantia/?list=global2000
862,Roper Technologies,United States,$6.09 B,$1.1 B,$23.71 B,$47.95 B,https://www.forbes.com/companies/roper-technologies/?list=global2000
863,Shanghai International Port,China,$5.18 B,$2.28 B,$26.8 B,$21.72 B,https://www.forbes.com/companies/shanghai-international-port/?list=global2000
864,Daiichi Sankyo,Japan,$9.42 B,$859.8 M,$18.79 B,$43.87 B,https://www.forbes.com/companies/daiichi-sankyo/?list=global2000
865,Rakuten,Japan,$15.31 B,$-1.22 B,$146.16 B,$11.45 B,https://www.forbes.com/companies/rakuten/?list=global2000
866,Franklin Resources,United States,$8.72 B,$1.86 B,$25 B,$13.25 B,https://www.forbes.com/companies/franklin-resources/?list=global2000
867,Bank of Ireland,Ireland,$8.37 B,$1.16 B,$176.57 B,$7.83 B,https://www.forbes.com/companies/bank-of-ireland/?list=global2000
868,Mitsui OSK Lines,Japan,$10.81 B,$4.67 B,$22.2 B,$8.9 B,https://www.forbes.com/companies/mitsui-osk-lines/?list=global2000
868,Saudi British Bank,Saudi Arabia,$2.38 B,$854.4 M,$72.55 B,$24.3 B,https://www.forbes.com/companies/saudi-british-bank/?list=global2000
870,Ameren,United States,$6.39 B,$990 M,$35.73 B,$25 B,https://www.forbes.com/companies/ameren/?list=global2000
871,Chunghwa Telecom,Taiwan,$7.54 B,$1.28 B,$18.54 B,$34.87 B,https://www.forbes.com/companies/chunghwa-telecom/?list=global2000
872,Assa Abloy,Sweden,$11.07 B,$1.27 B,$14.36 B,$29.86 B,https://www.forbes.com/companies/assa-abloy/?list=global2000
873,ZTE,China,$17.64 B,$1.05 B,$26.64 B,$9.76 B,https://www.forbes.com/companies/zte/?list=global2000
874,Asr Nederland,Netherlands,$11.72 B,$1.06 B,$84.86 B,$6.61 B,https://www.forbes.com/companies/asr-nederland/?list=global2000
875,Conagra Brands,United States,$11.37 B,$1.04 B,$22.5 B,$17.33 B,https://www.forbes.com/companies/conagra-brands/?list=global2000
876,Commerzbank,Germany,$14.84 B,$509.4 M,$537.95 B,$9.18 B,https://www.forbes.com/companies/commerzbank/?list=global2000
877,Bajaj Finserv,India,$8.64 B,$566.7 M,$41.54 B,$32.15 B,https://www.forbes.com/companies/bajaj-finserv/?list=global2000
878,Hyundai Steel,South Korea,$19.95 B,$1.28 B,$31.16 B,$4.73 B,https://www.forbes.com/companies/hyundai-steel/?list=global2000
879,LG Display,South Korea,$26.09 B,$1.04 B,$32.1 B,$5.38 B,https://www.forbes.com/companies/lg-display/?list=global2000
880,KT,South Korea,$21.74 B,$1.18 B,$31.26 B,$6.89 B,https://www.forbes.com/companies/kt/?list=global2000
880,Logan Property Holdings,China,$12.2 B,$1.53 B,$44.87 B,$1.7 B,https://www.forbes.com/companies/logan-property-holdings/?list=global2000
880,Public Service Enterprise Group,United States,$8.73 B,$-648 M,$49 B,$37.09 B,https://www.forbes.com/companies/public-service-enterprise-group/?list=global2000
883,EN+ Group International,Russia,$14.12 B,$2.66 B,$25.84 B,$4.47 B,https://www.forbes.com/companies/en-plus-group-international/?list=global2000
884,Isbank,Turkey,$12.25 B,$946.6 M,$95.42 B,$3.2 B,https://www.forbes.com/companies/isbank/?list=global2000
885,Expeditors International,United States,$16.68 B,$1.42 B,$7.61 B,$16.64 B,https://www.forbes.com/companies/expeditors-international/?list=global2000
886,Ternium,Luxembourg,$15.98 B,$3.8 B,$17.1 B,$8.59 B,https://www.forbes.com/companies/ternium/?list=global2000
887,CEZ Group,Czech Republic,$10.9 B,$451.5 M,$54.13 B,$23.39 B,https://www.forbes.com/companies/cez-group/?list=global2000
888,Isuzu Motors,Japan,$21.7 B,$1.08 B,$23.6 B,$9.3 B,https://www.forbes.com/companies/isuzu-motors/?list=global2000
888,Renesas Electronics,Japan,$9.05 B,$1.16 B,$20.9 B,$20.81 B,https://www.forbes.com/companies/renesas-electronics/?list=global2000
890,Universal Music Group,Netherlands,$10.05 B,$1.05 B,$13.89 B,$46.2 B,https://www.forbes.com/companies/universal-music-group/?list=global2000
891,Unipol Gruppo,Italy,$16.89 B,$740.6 M,$90.33 B,$4.08 B,https://www.forbes.com/companies/unipol-gruppo/?list=global2000
892,SBI Holdings,Japan,$5.58 B,$3.55 B,$152.48 B,$5.49 B,https://www.forbes.com/companies/sbi-holdings/?list=global2000
893,Techtronic Industries,Hong Kong,$13.2 B,$1.1 B,$13.01 B,$26.31 B,https://www.forbes.com/companies/techtronic-industries/?list=global2000
894,Ferrovial,Spain,$8.01 B,$1.02 B,$28.31 B,$19.21 B,https://www.forbes.com/companies/ferrovial/?list=global2000
895,CIMB Group Holdings,Malaysia,$5.66 B,$1.04 B,$149.28 B,$12.22 B,https://www.forbes.com/companies/cimb-group-holdings/?list=global2000
896,Kone,Finland,$12.43 B,$1.2 B,$11.05 B,$25.87 B,https://www.forbes.com/companies/kone/?list=global2000
897,E-mart,South Korea,$21.77 B,$1.35 B,$26.28 B,$3.08 B,https://www.forbes.com/companies/e-mart/?list=global2000
